source_id,entity_type,entity_name,field_name,field_value,field_unit,page,bbox,trace_id,extraction_method,extraction_confidence,measurement_method,condition_tags,context_snippet,raw_field
2024AstL...50..780K,OpC,M45,cluster_age,125.0,million years,1,"[259, 587, 420, 604]",doc16_p1,vlm_text,0.95,literature review,scope: global;metric: cluster_age,"The Pleiades open star cluster has 2226 known members (according to GAIA DR3, Zerjal et al. (2023)) with ages on the order of 120-130 million years...",
2024AstL...50..780K,OpC,M45,distance,135,pc,1,"[245, 601, 301, 618]",doc16_p1,vlm_text,0.95,literature review,scope: global;metric: distance,...with ages on the order of 120-130 million years and at an average distance of 135 pc.,
2024AstL...50..780K,OpC,M45,fe_h,"-0.01",dex,6,"[110, 157, 243, 173]",doc16_p6,vlm_text,0.95,spectroscopy and photometry,scope: global;metric: fe_h,The obtained estimates [M/H]_sp = -0.01 ± 0.05 dex and [M/H]_phot = -0.04 ± 0.11 dex are close to the solar metallicity.,
2024MNRAS.534.3005G,OpC,M45,cluster_age,112,Myr,1,"[0, 0, 1000, 1000]",doc25_p1,vlm_text,0.95,isochrone fitting,scope: global;metric: cluster_age,Jayawardhana 2004) suggests an age of about 112 ± 5 Myr (Dahm 2015).,
2024MNRAS.534.3005G,OpC,M45,cluster_age,112,Myr,3,"[594, 250, 652, 266]",doc25_p3,vlm_text,0.95,isochrone fitting,scope: global;metric: cluster_age,"For comparison, we also display a MIST isochrone (Choi et al. 2016; Dotter 2016) with an age of 112 Myr and solar metallicity as a solid black line, corresponding to the age and metallicity of the Ple",
2024MNRAS.534.3005G,OpC,M45,distance,135.15,pc,1,"[525, 628, 636, 644]",doc25_p1,vlm_text,0.98,Gaia DR2/DR3 parallax,scope: global;metric: distance,"The availability of Gaia DR2 and DR3 data have elucidated the debate regarding the distance to the Pleiades (vanLeeuwen 2009; Abramson 2018), inferring that the cluster is situated at a distance of 13",
2024MNRAS.534.3005G,OpC,M45,fe_h,0.034,dex,1,"[573, 748, 613, 765]",doc25_p1,vlm_text,0.95,high-resolution spectroscopy,scope: global;metric: fe_h,Some determinations of metallicity include [Fe/H] values of: [Fe/H] = +0.034 ± 0.024 (Boesgaard & Friel 1990); +0.06 ± 0.05 (King et al. 2000)...,
2024MNRAS.534.3005G,OpC,M45,fe_h,0.033,dex,1,"[0, 371, 1000, 425]",doc25_p1,vlm_text,0.98,1D LTE abundance analysis,scope: global;metric: fe_h,"Using a 1D LTE abundance analysis, we determine an overall metallicity of [Fe/H]=+0.033±0.04 dex, with the elemental ratios...",
2024MNRAS.534.3005G,OpC,M45,fe_h,0.03,dex,8,"[377, 215, 478, 232]",doc25_p8,vlm_text,0.98,BACCHUS abundance analysis,scope: global;metric: fe_h,"Through our abundance analysis using BACCHUS, we derived a mean iron abundance (a proxy for metallicity) for the cluster of <[Fe/H]> = 0.03 ± 0.04 dex, indicating that the Pleiades open cluster is sli",
2024MNRAS.534.3005G,OpC,M45,fe_h,0.03,dex,8,"[377, 215, 410, 232]",doc25_p8,vlm_text,0.98,MCMC analysis,scope: global;metric: fe_h,"Using a two-dimensional MCMC analysis that considers both [Fe/H] and vsin(i), we obtained the same mean metallicity result with a slightly higher standard deviation: <[Fe/H]> = 0.03 ± 0.05 dex.",
2024MNRAS.534.3005G,OpC,M45,fe_h,0.03,dex,13,"[648, 883, 748, 899]",doc25_p13,vlm_text,0.98,high-resolution spectroscopy,scope: global;metric: fe_h,"The mean metallicity obtained for the studied Pleiades sample is roughly solar, [Fe/H] = 0.03 ± 0.04 dex. The mean element-over-iron abundance ratios derived for the different nucleosynthetic families",
2025A&A...698A...7F,OpC,M45,cluster_age,118,Myr,1,"[323, 463, 404, 478]",doc10_p1,vlm_text,0.98,isochrone fitting (Li depletion),scope: global;metric: cluster_age,"Fitting empirical isochrones of Li depletion to EW measures of stars with Teff ≤ 6500 K, we obtain a reliable age for the Pleiades of 118±6 Myr, in agreement with the recent literature.",
2025A&A...698A...7F,OpC,M45,cluster_age,118,Myr,15,"[615, 535, 647, 551]",doc10_p15,vlm_text,0.98,isochrone fitting (Li depletion),scope: global;metric: cluster_age,"We find an age of about 118±6 Myr, considering only the detections; if we include the upper limits, the age remains basically unchanged (122±6 Myr).",
2025A&A...698A...7F,OpC,M45,fe_h,"-0.03",dex,1,"[686, 439, 721, 454]",doc10_p1,vlm_text,0.98,spectroscopy,scope: global;metric: fe_h,"The RV distribution of the cluster members peaks at 5.0 km s−1 with a dispersion of 1.4 km s−1, while the average metallicity is [Fe/H]=-0.03±0.06, in line with previous determinations.",
2025ApJ...994..111B,OpC,M45,distance,135,pc,11,"[205, 81, 822, 172]",doc20_p11,vlm_table,0.98,parallax,scope: global;metric: distance,Table 5. Summary: Consequences of the different treatments of Gaia EDR3 parallaxes. ... Distance to the Pleiades Cluster | 135 pc | 120 pc,
2025ApJ...994..111B,OpC,M45,distance,120,pc,11,"[205, 81, 822, 172]",doc20_p11,vlm_table,0.98,parallax,scope: global;metric: distance,Table 5. Summary: Consequences of the different treatments of Gaia EDR3 parallaxes. ... Distance to the Pleiades Cluster | 135 pc | 120 pc,
SRC_DB_MWSC,OpC,M45,cluster_age,8.1499996185302734,log(yr),,,,database_query,,,,,
SRC_DB_MWSC,OpC,M45,dist_modulus,5.5760002136230469,mag,,,,database_query,,,,,
SRC_DB_MWSC,OpC,M45,distance,130,pc,,,,database_query,,,,,
SRC_DB_MWSC,OpC,M45,fe_h,"-0.035999999999999997",log(Sun),,,,database_query,,,,,
